sample,wavelength,cm2_dmol-1,voltage
Beta_40,201.3,3.0527,341.919
Beta_40,201.2,2.99908,342.021
Beta_40,201.1,2.92124,342.12
Beta_40,201,2.88777,342.218
Beta_40,200.9,2.85634,342.316
Beta_40,200.8,2.93528,342.413
Beta_40,200.7,2.94526,342.507
Beta_40,200.6,2.91004,342.601
Beta_40,200.5,2.89922,342.695
Beta_40,200.4,2.88351,342.789
Beta_40,200.3,2.84219,342.882
Beta_40,200.2,2.8202,342.976
Beta_40,200.1,2.77618,343.069
Beta_40,200,2.71019,343.159
Beta_40,199.9,2.76501,343.246
Beta_40,199.8,2.75588,343.333
Beta_40,199.7,2.74852,343.421
Beta_40,199.6,2.69217,343.504
Beta_40,199.5,2.62594,343.589
Beta_40,199.4,2.55239,343.675
Beta_40,199.3,2.5967,343.76
Beta_40,199.2,2.58365,343.844
Beta_40,199.1,2.55783,343.925
Beta_40,199,2.60883,344.006
Beta_40,198.9,2.59053,344.09
Beta_40,198.8,2.63486,344.169
Beta_40,198.7,2.57046,344.25
Beta_40,198.6,2.45338,344.329
Beta_40,198.5,2.47383,344.414
Beta_40,198.4,2.49962,344.494
Beta_40,198.3,2.43151,344.572
Beta_40,198.2,2.52678,344.654
Beta_40,198.1,2.64517,344.735
Beta_40,198,2.64345,344.823
Beta_40,197.9,2.6179,344.906
Beta_40,197.8,2.64064,344.998
Beta_40,197.7,2.68781,345.088
Beta_40,197.6,2.66616,345.176
Beta_40,197.5,2.61714,345.266
Beta_40,197.4,2.61806,345.354
Beta_40,197.3,2.72046,345.449
Beta_40,197.2,2.70907,345.54
Beta_40,197.1,2.7228,345.636
Beta_40,197,2.79043,345.735
Beta_40,196.9,2.79886,345.832
Beta_40,196.8,2.78501,345.933
Beta_40,196.7,2.80918,346.027
Beta_40,196.6,2.9239,346.118
Beta_40,196.5,3.01687,346.211
Beta_40,196.4,2.97889,346.306
Beta_40,196.3,3.05137,346.399
Beta_40,196.2,3.07624,346.492
Beta_40,196.1,3.12675,346.587
Beta_40,196,3.19277,346.682
Beta_40,195.9,3.24894,346.775
Beta_40,195.8,3.21926,346.872
Beta_40,195.7,3.23134,346.967
Beta_40,195.6,3.23166,347.063
Beta_40,195.5,3.29849,347.156
Beta_40,195.4,3.30619,347.253
Beta_40,195.3,3.29033,347.347
Beta_40,195.2,3.21784,347.438
Beta_40,195.1,3.21722,347.525
Beta_40,195,3.23018,347.618
Beta_40,194.9,3.34668,347.709
Beta_40,194.8,3.43018,347.8
Beta_40,194.7,3.46776,347.893
Beta_40,194.6,3.45548,347.984
Beta_40,194.5,3.58819,348.072
Beta_40,194.4,3.5992,348.157
Beta_40,194.3,3.5896,348.244
Beta_40,194.2,3.5356,348.334
Beta_40,194.1,3.4858,348.424
Beta_40,194,3.50583,348.513
Beta_40,193.9,3.54916,348.605
Beta_40,193.8,3.58215,348.698
Beta_40,193.7,3.60308,348.793
Beta_40,193.6,3.5965,348.893
Beta_40,193.5,3.56842,348.986
Beta_40,193.4,3.57678,349.075
Beta_40,193.3,3.59232,349.163
Beta_40,193.2,3.52359,349.252
Beta_40,193.1,3.56195,349.338
Beta_40,193,3.63606,349.422
Beta_40,192.9,3.68842,349.498
Beta_40,192.8,3.75424,349.567
Beta_40,192.7,3.77959,349.638
Beta_40,192.6,3.79179,349.705
Beta_40,192.5,3.82996,349.767
Beta_40,192.4,3.8606,349.823
Beta_40,192.3,3.84165,349.872
Beta_40,192.2,3.83969,349.921
Beta_40,192.1,3.754,349.977
Beta_40,192,3.74055,350.033
Beta_40,191.9,3.78988,350.087
Beta_40,191.8,3.73414,350.139
Beta_40,191.7,3.71958,350.194
Beta_40,191.6,3.66566,350.254
Beta_40,191.5,3.66313,350.317
Beta_40,191.4,3.58797,350.381
Beta_40,191.3,3.52914,350.443
Beta_40,191.2,3.42301,350.507
Beta_40,191.1,3.30469,350.573
Beta_40,191,3.32471,350.641
Beta_40,190.9,3.27336,350.703
Beta_40,190.8,3.29509,350.761
Beta_40,190.7,3.2499,350.805
Beta_40,190.6,3.16337,350.85
Beta_40,190.5,3.16054,350.894
Beta_40,190.4,3.13502,350.937
Beta_40,190.3,3.11437,350.974
Beta_40,190.2,3.11271,351.015
Beta_40,190.1,3.07142,351.054
Beta_40,190,3.02753,351.103
Buffer,250,0.319611,294.464
Buffer,249.9,0.325003,294.501
Buffer,249.8,0.317162,294.536
Buffer,249.7,0.308519,294.572
Buffer,249.6,0.259143,294.611
Buffer,249.5,0.264265,294.652
Buffer,249.4,0.255905,294.696
Buffer,249.3,0.256411,294.739
Buffer,249.2,0.275111,294.779
Buffer,249.1,0.355449,294.823
Buffer,249,0.352945,294.868
Buffer,248.9,0.331063,294.91
Buffer,248.8,0.347853,294.958
Buffer,248.7,0.30811,294.999
Buffer,248.6,0.36493,295.042
Buffer,248.5,0.358064,295.087
Buffer,248.4,0.324884,295.127
Buffer,248.3,0.372401,295.165
Buffer,248.2,0.349661,295.208
Buffer,248.1,0.346939,295.245
Buffer,248,0.325398,295.281
Buffer,247.9,0.347746,295.321
Buffer,247.8,0.311012,295.359
Buffer,247.7,0.265634,295.398
Buffer,247.6,0.267178,295.436
Buffer,247.5,0.300623,295.476
Buffer,247.4,0.379829,295.518
Buffer,247.3,0.358873,295.56
Buffer,247.2,0.346996,295.607
Buffer,247.1,0.364287,295.653
Buffer,247,0.353037,295.703
Buffer,246.9,0.375461,295.749
Buffer,246.8,0.382592,295.802
Buffer,246.7,0.411777,295.854
Buffer,246.6,0.395062,295.901
Buffer,246.5,0.397464,295.949
Buffer,246.4,0.381042,296.004
Buffer,246.3,0.366508,296.058
Buffer,246.2,0.3514,296.109
Buffer,246.1,0.303975,296.158
Buffer,246,0.28117,296.21
Buffer,245.9,0.261891,296.257
Buffer,245.8,0.290665,296.304
Buffer,245.7,0.293505,296.35
Buffer,245.6,0.269497,296.399
Buffer,245.5,0.260907,296.446
Buffer,245.4,0.221447,296.491
Buffer,245.3,0.244607,296.537
Buffer,245.2,0.245493,296.585
Buffer,245.1,0.268176,296.629
Buffer,245,0.30012,296.676
Buffer,244.9,0.295552,296.724
Buffer,244.8,0.289021,296.773
Buffer,244.7,0.270095,296.819
Buffer,244.6,0.30889,296.868
Buffer,244.5,0.310218,296.914
Buffer,244.4,0.25187,296.966
Buffer,244.3,0.261382,297.019
Buffer,244.2,0.275015,297.071
Buffer,244.1,0.31556,297.12
Buffer,244,0.279703,297.168
Buffer,243.9,0.225716,297.218
Buffer,243.8,0.224448,297.271
Buffer,243.7,0.208848,297.324
Buffer,243.6,0.227136,297.377
Buffer,243.5,0.220343,297.429
Buffer,243.4,0.269699,297.483
Buffer,243.3,0.303811,297.539
Buffer,243.2,0.282222,297.596
Buffer,243.1,0.307656,297.65
Buffer,243,0.339212,297.706
Buffer,242.9,0.344637,297.759
Buffer,242.8,0.351749,297.817
Buffer,242.7,0.336737,297.879
Buffer,242.6,0.386203,297.941
Buffer,242.5,0.351699,298.003
Buffer,242.4,0.34286,298.062
Buffer,242.3,0.337568,298.118
Buffer,242.2,0.283415,298.175
Buffer,242.1,0.283335,298.233
Buffer,242,0.261048,298.292
Buffer,241.9,0.249193,298.353
Buffer,241.8,0.262556,298.413
Buffer,241.7,0.243658,298.473
Buffer,241.6,0.24351,298.536
Buffer,241.5,0.239215,298.595
Buffer,241.4,0.281755,298.654
Buffer,241.3,0.272512,298.713
Buffer,241.2,0.257523,298.775
Buffer,241.1,0.268873,298.837
Buffer,241,0.293144,298.9
Buffer,240.9,0.301335,298.963
Buffer,240.8,0.267162,299.032
Buffer,240.7,0.215391,299.101
Buffer,240.6,0.232787,299.17
Buffer,240.5,0.218174,299.237
Buffer,240.4,0.243365,299.305
Buffer,240.3,0.261556,299.376
Buffer,240.2,0.276368,299.449
Buffer,240.1,0.256531,299.521
Buffer,240,0.260387,299.598
Buffer,239.9,0.291666,299.678
Buffer,239.8,0.312247,299.755
Buffer,239.7,0.294063,299.835
Buffer,239.6,0.329767,299.915
Buffer,239.5,0.348405,299.988
Buffer,239.4,0.405669,300.066
Buffer,239.3,0.41688,300.137
Buffer,239.2,0.386504,300.215
Buffer,239.1,0.324504,300.296
Buffer,239,0.300374,300.371
Buffer,238.9,0.304304,300.444
Buffer,238.8,0.290763,300.519
Buffer,238.7,0.32989,300.591
Buffer,238.6,0.367831,300.667
Buffer,238.5,0.328983,300.741
Buffer,238.4,0.349611,300.813
Buffer,238.3,0.358579,300.882
Buffer,238.2,0.366243,300.96
Buffer,238.1,0.363302,301.034
Buffer,238,0.346614,301.111
Buffer,237.9,0.371795,301.187
Buffer,237.8,0.413023,301.254
Buffer,237.7,0.424487,301.33
Buffer,237.6,0.428207,301.407
Buffer,237.5,0.416249,301.486
Buffer,237.4,0.34385,301.56
Buffer,237.3,0.263706,301.63
Buffer,237.2,0.240443,301.706
Buffer,237.1,0.315332,301.778
Buffer,237,0.340213,301.855
Buffer,236.9,0.272076,301.924
Buffer,236.8,0.224936,301.997
Buffer,236.7,0.171802,302.075
Buffer,236.6,0.208291,302.154
Buffer,236.5,0.186814,302.234
Buffer,236.4,0.159531,302.311
Buffer,236.3,0.104029,302.389
Buffer,236.2,0.0523136,302.47
Buffer,236.1,0.0878471,302.555
Buffer,236,0.0590286,302.641
Buffer,235.9,0.0410839,302.718
Buffer,235.8,0.0134327,302.797
Buffer,235.7,-0.0225204,302.871
Buffer,235.6,0.0502029,302.952
Buffer,235.5,0.112244,303.04
Buffer,235.4,0.145244,303.127
Buffer,235.3,0.121425,303.211
Buffer,235.2,0.138845,303.291
Buffer,235.1,0.20744,303.374
Buffer,235,0.216275,303.455
Buffer,234.9,0.248763,303.532
Buffer,234.8,0.24132,303.607
Buffer,234.7,0.303091,303.687
Buffer,234.6,0.317356,303.764
Buffer,234.5,0.315871,303.846
Buffer,234.4,0.311355,303.932
Buffer,234.3,0.295143,304.015
Buffer,234.2,0.241093,304.095
Buffer,234.1,0.262417,304.173
Buffer,234,0.266447,304.246
Buffer,233.9,0.310243,304.323
Buffer,233.8,0.273635,304.405
Buffer,233.7,0.254473,304.486
Buffer,233.6,0.274702,304.571
Buffer,233.5,0.274336,304.655
Buffer,233.4,0.247309,304.736
Buffer,233.3,0.233974,304.822
Buffer,233.2,0.25012,304.901
Buffer,233.1,0.266421,304.979
Buffer,233,0.232061,305.06
Buffer,232.9,0.211338,305.137
Buffer,232.8,0.192101,305.213
Buffer,232.7,0.152154,305.293
Buffer,232.6,0.0859905,305.372
Buffer,232.5,0.0441715,305.445
Buffer,232.4,0.102433,305.52
Buffer,232.3,0.0485222,305.591
Buffer,232.2,0.0611595,305.664
Buffer,232.1,0.0826778,305.739
Buffer,232,0.0856213,305.813
Buffer,231.9,0.113995,305.891
Buffer,231.8,0.142145,305.969
Buffer,231.7,0.128355,306.047
Buffer,231.6,0.113386,306.128
Buffer,231.5,0.150164,306.209
Buffer,231.4,0.179055,306.291
Buffer,231.3,0.220043,306.366
Buffer,231.2,0.291722,306.446
Buffer,231.1,0.317713,306.52
Buffer,231,0.351006,306.6
Buffer,230.9,0.386678,306.673
Buffer,230.8,0.394532,306.749
Buffer,230.7,0.382968,306.821
Buffer,230.6,0.414658,306.894
Buffer,230.5,0.385365,306.964
Buffer,230.4,0.392987,307.034
Buffer,230.3,0.462634,307.102
Buffer,230.2,0.471183,307.166
Buffer,230.1,0.419378,307.231
Buffer,230,0.422649,307.298
Buffer,229.9,0.386129,307.369
Buffer,229.8,0.365137,307.444
Buffer,229.7,0.360672,307.515
Buffer,229.6,0.369537,307.592
Buffer,229.5,0.422503,307.668
Buffer,229.4,0.44033,307.744
Buffer,229.3,0.419463,307.822
Buffer,229.2,0.400072,307.901
Buffer,229.1,0.34425,307.977
Buffer,229,0.307713,308.054
Buffer,228.9,0.260222,308.132
Buffer,228.8,0.276913,308.212
Buffer,228.7,0.262844,308.292
Buffer,228.6,0.301675,308.367
Buffer,228.5,0.291845,308.443
Buffer,228.4,0.255961,308.52
Buffer,228.3,0.257381,308.594
Buffer,228.2,0.232185,308.665
Buffer,228.1,0.186523,308.738
Buffer,228,0.19397,308.811
Buffer,227.9,0.236358,308.882
Buffer,227.8,0.212128,308.955
Buffer,227.7,0.211959,309.023
Buffer,227.6,0.195113,309.099
Buffer,227.5,0.204046,309.172
Buffer,227.4,0.209249,309.244
Buffer,227.3,0.193942,309.316
Buffer,227.2,0.175722,309.386
Buffer,227.1,0.209192,309.458
Buffer,227,0.205212,309.528
Buffer,226.9,0.176788,309.601
Buffer,226.8,0.173303,309.674
Buffer,226.7,0.140443,309.745
Buffer,226.6,0.11118,309.813
Buffer,226.5,0.10131,309.882
Buffer,226.4,0.0751873,309.957
Buffer,226.3,0.0695087,310.026
Buffer,226.2,0.101532,310.097
Buffer,226.1,0.137229,310.161
Buffer,226,0.139271,310.229
Buffer,225.9,0.149534,310.297
Buffer,225.8,0.14326,310.366
Buffer,225.7,0.161405,310.433
Buffer,225.6,0.136246,310.499
Buffer,225.5,0.120145,310.569
Buffer,225.4,0.140755,310.638
Buffer,225.3,0.19708,310.704
Buffer,225.2,0.229923,310.767
Buffer,225.1,0.216357,310.83
Buffer,225,0.275549,310.896
Buffer,224.9,0.290351,310.963
Buffer,224.8,0.172717,311.034
Buffer,224.7,0.179863,311.101
Buffer,224.6,0.215039,311.17
Buffer,224.5,0.167594,311.236
Buffer,224.4,0.183189,311.306
Buffer,224.3,0.197896,311.373
Buffer,224.2,0.196226,311.439
Buffer,224.1,0.223129,311.507
Buffer,224,0.22732,311.578
Buffer,223.9,0.154474,311.648
Buffer,223.8,0.130716,311.715
Buffer,223.7,0.0968082,311.787
Buffer,223.6,0.100671,311.855
Buffer,223.5,0.124232,311.919
Buffer,223.4,0.154018,311.982
Buffer,223.3,0.143747,312.047
Buffer,223.2,0.172884,312.12
Buffer,223.1,0.103759,312.187
Buffer,223,0.0944714,312.252
Buffer,222.9,0.111908,312.312
Buffer,222.8,0.0708504,312.382
Buffer,222.7,0.0585247,312.444
Buffer,222.6,0.132537,312.505
Buffer,222.5,0.198843,312.571
Buffer,222.4,0.231917,312.633
Buffer,222.3,0.264714,312.693
Buffer,222.2,0.26845,312.756
Buffer,222.1,0.269257,312.82
Buffer,222,0.294397,312.89
Buffer,221.9,0.270491,312.951
Buffer,221.8,0.20608,313.012
Buffer,221.7,0.179858,313.073
Buffer,221.6,0.161009,313.139
Buffer,221.5,0.184969,313.203
Buffer,221.4,0.157689,313.27
Buffer,221.3,0.134982,313.338
Buffer,221.2,0.138082,313.406
Buffer,221.1,0.0775974,313.473
Buffer,221,0.0699875,313.535
Buffer,220.9,0.0871105,313.601
Buffer,220.8,0.0815147,313.668
Buffer,220.7,0.135017,313.731
Buffer,220.6,0.0774776,313.795
Buffer,220.5,0.133191,313.859
Buffer,220.4,0.18615,313.923
Buffer,220.3,0.192217,313.989
Buffer,220.2,0.177877,314.052
Buffer,220.1,0.210647,314.113
Buffer,220,0.206617,314.173
Buffer,219.9,0.170714,314.233
Buffer,219.8,0.224343,314.299
Buffer,219.7,0.215419,314.37
Buffer,219.6,0.15613,314.438
Buffer,219.5,0.17751,314.501
Buffer,219.4,0.142773,314.566
Buffer,219.3,0.108033,314.63
Buffer,219.2,0.128904,314.693
Buffer,219.1,0.128439,314.748
Buffer,219,0.117186,314.807
Buffer,218.9,0.134505,314.869
Buffer,218.8,0.103717,314.932
Buffer,218.7,0.151943,314.991
Buffer,218.6,0.270159,315.052
Buffer,218.5,0.268727,315.109
Buffer,218.4,0.254244,315.16
Buffer,218.3,0.212578,315.216
Buffer,218.2,0.211646,315.274
Buffer,218.1,0.194845,315.331
Buffer,218,0.241206,315.388
Buffer,217.9,0.269128,315.445
Buffer,217.8,0.228546,315.505
Buffer,217.7,0.205618,315.566
Buffer,217.6,0.284961,315.626
Buffer,217.5,0.29312,315.687
Buffer,217.4,0.344435,315.746
Buffer,217.3,0.237119,315.806
Buffer,217.2,0.196602,315.869
Buffer,217.1,0.199022,315.927
Buffer,217,0.220142,315.985
Buffer,216.9,0.22956,316.044
Buffer,216.8,0.2395,316.107
Buffer,216.7,0.202475,316.167
Buffer,216.6,0.211115,316.226
Buffer,216.5,0.272187,316.286
Buffer,216.4,0.275763,316.344
Buffer,216.3,0.200104,316.403
Buffer,216.2,0.183489,316.458
Buffer,216.1,0.0864655,316.511
Buffer,216,0.0607883,316.569
Buffer,215.9,-0.0226479,316.622
Buffer,215.8,-0.00521317,316.677
Buffer,215.7,-0.0264545,316.731
Buffer,215.6,-0.0549091,316.785
Buffer,215.5,-0.0832207,316.836
Buffer,215.4,-0.0371368,316.887
Buffer,215.3,-0.0718868,316.941
Buffer,215.2,-0.11106,316.993
Buffer,215.1,-0.137558,317.043
Buffer,215,-0.00178986,317.093
Buffer,214.9,0.0124569,317.144
Buffer,214.8,0.00496368,317.197
Buffer,214.7,0.071701,317.245
Buffer,214.6,0.125751,317.292
Buffer,214.5,0.172506,317.34
Buffer,214.4,0.148043,317.387
Buffer,214.3,0.178082,317.435
Buffer,214.2,0.236042,317.485
Buffer,214.1,0.214016,317.537
Buffer,214,0.285761,317.586
Buffer,213.9,0.27478,317.636
Buffer,213.8,0.323111,317.69
Buffer,213.7,0.273368,317.743
Buffer,213.6,0.236397,317.799
Buffer,213.5,0.261707,317.854
Buffer,213.4,0.232822,317.915
Buffer,213.3,0.277674,317.977
Buffer,213.2,0.282492,318.038
Buffer,213.1,0.351533,318.099
Buffer,213,0.424545,318.162
Buffer,212.9,0.41928,318.226
Buffer,212.8,0.408337,318.286
Buffer,212.7,0.384342,318.35
Buffer,212.6,0.379845,318.41
Buffer,212.5,0.382857,318.463
Buffer,212.4,0.361224,318.523
Buffer,212.3,0.382182,318.585
Buffer,212.2,0.354994,318.648
Buffer,212.1,0.333961,318.703
Buffer,212,0.337183,318.76
Buffer,211.9,0.364789,318.816
Buffer,211.8,0.342239,318.872
Buffer,211.7,0.311873,318.928
Buffer,211.6,0.252198,318.988
Buffer,211.5,0.162727,319.042
Buffer,211.4,0.163845,319.101
Buffer,211.3,0.174141,319.163
Buffer,211.2,0.200949,319.222
Buffer,211.1,0.198996,319.281
Buffer,211,0.150343,319.338
Buffer,210.9,0.195346,319.392
Buffer,210.8,0.262851,319.448
Buffer,210.7,0.26412,319.502
Buffer,210.6,0.228752,319.558
Buffer,210.5,0.172191,319.61
Buffer,210.4,0.177065,319.664
Buffer,210.3,0.190271,319.713
Buffer,210.2,0.267377,319.764
Buffer,210.1,0.322861,319.815
Buffer,210,0.333464,319.866
Buffer,209.9,0.292537,319.915
Buffer,209.8,0.287258,319.963
Buffer,209.7,0.378696,320.013
Buffer,209.6,0.402723,320.059
Buffer,209.5,0.351912,320.108
Buffer,209.4,0.325633,320.159
Buffer,209.3,0.356646,320.207
Buffer,209.2,0.368084,320.259
Buffer,209.1,0.369474,320.311
Buffer,209,0.471099,320.361
Buffer,208.9,0.454648,320.41
Buffer,208.8,0.402222,320.458
Buffer,208.7,0.422983,320.5
Buffer,208.6,0.410866,320.543
Buffer,208.5,0.470525,320.586
Buffer,208.4,0.447035,320.628
Buffer,208.3,0.375591,320.67
Buffer,208.2,0.355047,320.711
Buffer,208.1,0.392296,320.752
Buffer,208,0.373787,320.793
Buffer,207.9,0.340566,320.832
Buffer,207.8,0.408648,320.871
Buffer,207.7,0.351505,320.909
Buffer,207.6,0.328098,320.945
Buffer,207.5,0.32281,320.984
Buffer,207.4,0.333839,321.023
Buffer,207.3,0.360141,321.067
Buffer,207.2,0.37037,321.106
Buffer,207.1,0.344554,321.146
Buffer,207,0.343815,321.188
Buffer,206.9,0.418018,321.226
Buffer,206.8,0.458284,321.263
Buffer,206.7,0.495739,321.298
Buffer,206.6,0.504785,321.335
Buffer,206.5,0.532582,321.367
Buffer,206.4,0.476791,321.402
Buffer,206.3,0.471964,321.434
Buffer,206.2,0.478405,321.464
Buffer,206.1,0.441624,321.498
Buffer,206,0.415422,321.53
Buffer,205.9,0.383915,321.561
Buffer,205.8,0.330454,321.59
Buffer,205.7,0.329089,321.616
Buffer,205.6,0.314808,321.645
Buffer,205.5,0.211596,321.675
Buffer,205.4,0.170165,321.706
Buffer,205.3,0.139251,321.733
Buffer,205.2,0.0970486,321.767
Buffer,205.1,0.0667637,321.798
Buffer,205,0.0366211,321.831
Buffer,204.9,0.0509171,321.862
Buffer,204.8,0.081818,321.892
Buffer,204.7,0.0844391,321.919
Buffer,204.6,0.0623459,321.95
Buffer,204.5,0.131741,321.98
Buffer,204.4,0.131046,322.011
Buffer,204.3,0.158912,322.04
Buffer,204.2,0.211263,322.067
Buffer,204.1,0.234051,322.093
Buffer,204,0.246222,322.118
Buffer,203.9,0.267292,322.147
Buffer,203.8,0.297557,322.174
Buffer,203.7,0.312514,322.2
Buffer,203.6,0.326199,322.226
Buffer,203.5,0.355586,322.255
Buffer,203.4,0.437284,322.285
Buffer,203.3,0.47253,322.313
Buffer,203.2,0.47635,322.336
Buffer,203.1,0.393081,322.36
Buffer,203,0.450652,322.39
Buffer,202.9,0.396899,322.418
Buffer,202.8,0.344594,322.445
Buffer,202.7,0.364004,322.473
Buffer,202.6,0.387312,322.502
Buffer,202.5,0.383102,322.529
Buffer,202.4,0.382568,322.556
Buffer,202.3,0.332516,322.583
Buffer,202.2,0.335481,322.61
Buffer,202.1,0.288824,322.638
Buffer,202,0.259583,322.666
Buffer,201.9,0.275867,322.694
Buffer,201.8,0.297592,322.725
Buffer,201.7,0.329347,322.755
Buffer,201.6,0.345474,322.785
Buffer,201.5,0.398614,322.814
Buffer,201.4,0.428562,322.843
Buffer,201.3,0.337695,322.868
Buffer,201.2,0.346957,322.897
Buffer,201.1,0.351981,322.924
Buffer,201,0.348172,322.952
Buffer,200.9,0.349165,322.978
Buffer,200.8,0.405997,323.004
Buffer,200.7,0.426093,323.026
Buffer,200.6,0.400108,323.051
Buffer,200.5,0.446578,323.078
Buffer,200.4,0.421083,323.102
Buffer,200.3,0.322037,323.123
Buffer,200.2,0.288239,323.143
Buffer,200.1,0.265009,323.165
Buffer,200,0.326413,323.184
Buffer,199.9,0.253203,323.202
Buffer,199.8,0.275999,323.221
Buffer,199.7,0.293305,323.237
Buffer,199.6,0.312807,323.251
Buffer,199.5,0.280827,323.265
Buffer,199.4,0.329114,323.276
Buffer,199.3,0.307873,323.288
Buffer,199.2,0.333004,323.296
Buffer,199.1,0.287899,323.303
Buffer,199,0.279733,323.308
Buffer,198.9,0.314771,323.316
Buffer,198.8,0.372761,323.325
Buffer,198.7,0.393924,323.328
Buffer,198.6,0.446561,323.332
Buffer,198.5,0.450118,323.335
Buffer,198.4,0.411016,323.334
Buffer,198.3,0.402014,323.339
Buffer,198.2,0.377361,323.343
Buffer,198.1,0.40637,323.345
Buffer,198,0.39625,323.348
Buffer,197.9,0.327603,323.35
Buffer,197.8,0.269524,323.352
Buffer,197.7,0.321609,323.352
Buffer,197.6,0.325423,323.355
Buffer,197.5,0.350721,323.357
Buffer,197.4,0.31238,323.361
Buffer,197.3,0.31976,323.365
Buffer,197.2,0.354639,323.368
Buffer,197.1,0.369425,323.372
Buffer,197,0.354276,323.377
Buffer,196.9,0.373455,323.38
Buffer,196.8,0.286059,323.385
Buffer,196.7,0.332682,323.388
Buffer,196.6,0.37482,323.392
Buffer,196.5,0.428493,323.394
Buffer,196.4,0.465237,323.4
Buffer,196.3,0.516936,323.403
Buffer,196.2,0.546209,323.406
Buffer,196.1,0.514469,323.408
Buffer,196,0.547517,323.411
Buffer,195.9,0.429706,323.415
Buffer,195.8,0.456795,323.418
Buffer,195.7,0.500552,323.42
Buffer,195.6,0.51638,323.419
Buffer,195.5,0.490976,323.416
Buffer,195.4,0.433632,323.413
Buffer,195.3,0.418072,323.409
Buffer,195.2,0.412433,323.406
Buffer,195.1,0.366375,323.402
Buffer,195,0.334182,323.395
Buffer,194.9,0.336017,323.388
Buffer,194.8,0.301696,323.381
Buffer,194.7,0.33489,323.374
Buffer,194.6,0.364843,323.369
Buffer,194.5,0.320007,323.363
Buffer,194.4,0.273551,323.356
Buffer,194.3,0.274903,323.353
Buffer,194.2,0.299648,323.351
Buffer,194.1,0.314515,323.352
Buffer,194,0.322071,323.354
Buffer,193.9,0.371946,323.356
Buffer,193.8,0.460684,323.362
Buffer,193.7,0.488353,323.374
Buffer,193.6,0.49963,323.387
Buffer,193.5,0.472089,323.401
Buffer,193.4,0.481698,323.418
Buffer,193.3,0.459932,323.436
Buffer,193.2,0.506244,323.456
Buffer,193.1,0.561565,323.477
Buffer,193,0.59534,323.501
Buffer,192.9,0.646298,323.525
Buffer,192.8,0.667796,323.549
Buffer,192.7,0.651978,323.575
Buffer,192.6,0.572655,323.607
Buffer,192.5,0.495663,323.637
Buffer,192.4,0.524018,323.67
Buffer,192.3,0.530141,323.703
Buffer,192.2,0.552095,323.741
Buffer,192.1,0.544542,323.783
Buffer,192,0.541463,323.829
Buffer,191.9,0.549554,323.879
Buffer,191.8,0.495419,323.935
Buffer,191.7,0.466166,323.999
Buffer,191.6,0.466787,324.071
Buffer,191.5,0.447203,324.149
Buffer,191.4,0.48475,324.228
Buffer,191.3,0.523205,324.314
Buffer,191.2,0.530026,324.406
Buffer,191.1,0.489218,324.502
Buffer,191,0.442488,324.603
Buffer,190.9,0.391869,324.705
Buffer,190.8,0.360292,324.807
Buffer,190.7,0.359912,324.91
Buffer,190.6,0.360625,325.015
Buffer,190.5,0.345736,325.12
Buffer,190.4,0.316635,325.228
Buffer,190.3,0.321426,325.339
Buffer,190.2,0.295485,325.455
Buffer,190.1,0.283325,325.574
Buffer,190,0.270232,325.699
